    90  6331.4137  6333.1644 15789.8949 ThI        36.047   36.269   36.481   48.441   48.585   48.729
    90  6348.7375  6350.4928 15746.8094 ThI        45.714   45.892   46.066   48.616   48.760   48.904
    90  6355.9108  6357.6681 15729.0375 ThI        49.860   49.938   50.212   48.662   48.806   48.950
    91  6195.3210  6197.0351 16136.7489 ThI         0.355    0.542    0.742   46.486   46.630   46.774
    91  6200.4325  6202.1481 16123.4460 ThII        3.007    3.205    3.400   46.639   46.783   46.927
    91  6207.2201  6208.9375 16105.8153 ThI         6.542    6.756    6.975   46.834   46.978   47.122
    91  6220.0112  6221.7320 16072.6949 ThI        13.235   13.509   13.751   47.172   47.316   47.460
    91  6221.3192  6223.0404 16069.3157 ThI        14.111   14.205   14.410   47.205   47.349   47.493
    91  6224.5272  6226.2493 16061.0338 ThI        15.663   15.915   16.208   47.282   47.426   47.570
    91  6226.3697  6228.0923 16056.2811 ThI        16.676   16.900   17.122   47.325   47.469   47.613
    91  6239.7120  6241.4381 16021.9485 ArII       23.922   24.088   24.262   47.611   47.755   47.899
    91  6240.9536  6242.6800 16018.7612 ThI        24.597   24.763   24.925   47.635   47.779   47.923
    91  6246.1736  6247.9014 16005.3742 ThI        27.477   27.607   27.793   47.731   47.875   48.019
